id,tx_datetime,tx_type,tx_amount,bal_after_tx,tx_qty,account_no,stock_code
1286,2024-02-19,매수,6487500,14496859,75,423-57-633886,326030
1287,2024-04-19,매수,793000,29527605,5,668-67-619272,004170
1288,2024-04-19,매수,1321600,89641312,64,89257143-34,000080
1289,2024-04-16,매수,2603700,30036907,99,44887696-82,000880
1290,2024-06-12,매수,30666000,6934420,76,804–2598–2677-6,051900
1291,2024-04-03,매수,775500,79440421,47,033600-280125,034020
1292,2024-05-27,매수,3618450,49358967,99,245094-921679,006040
1293,2024-05-28,매수,597750,98713334,15,213-03-283421,014820
1294,2024-03-07,매수,885700,35173148,17,6886-2629,017670
1295,2024-06-12,매수,5076000,19865255,40,36779182-139,039490
1296,2024-02-05,매수,423080,75371732,28,853–6154–3898-5,272210
1297,2024-04-09,매수,7449300,54254824,93,69879837-63,006110
1298,2024-05-07,매수,7443000,27724295,90,01097423-71,365340
1299,2024-02-26,매수,1025200,62830638,22,439-68-064927,377300
1300,2024-03-13,매수,879600,16596465,60,58000010-73,222080
1301,2024-03-22,매수,2369800,53722862,34,3800-5619,112040
1302,2024-06-03,매수,12012300,13473854,81,44887696-82,011780
1303,2024-01-09,매수,324600,61082412,12,015-37-868273,001120
1304,2024-02-13,매수,4908800,87235782,59,21762818-62,032830
1305,2024-02-29,매수,20300000,60824130,70,64729240-98,298020
1306,2024-02-08,매수,1185250,40806401,55,5575-7467,000080
1307,2024-04-11,매수,244800,10568201,90,078–4096–2542-7,088350
1308,2024-01-12,매수,6412500,1628307,57,2079-8610,069620
1309,2024-03-19,매수,77140,41142316,7,375–0690–9868-9,137310
1310,2024-04-16,매수,5633400,11627799,41,8055-5195,090430
1311,2024-02-06,매수,5798400,49299088,96,083492-288398,251270
1312,2024-04-01,매수,2822100,93479423,23,2379-0090,067160
1313,2024-01-09,매수,4289100,46579818,87,601807-667632,069960
1314,2024-06-05,매수,282240,2934181,21,944–3598–2550-0,024110
1315,2024-04-17,매수,252000,23227328,6,160–1048–1429-2,047050
1316,2024-02-26,매수,1612000,99772314,8,66983203-516,036570
1317,2024-04-11,매수,4820000,35626290,20,06264867-86,005380
1318,2024-04-18,매수,5365000,75266403,37,06495874-88,005385
1319,2024-02-29,매수,656000,69239979,5,2353-2411,280360
1320,2024-04-11,매수,637650,17959421,39,906840-364420,000240
1321,2024-01-15,매수,356265,14700973,87,281–0077–4181-9,047040
1322,2024-04-22,매수,55650,78850156,15,949–4477–3165-8,047040
1323,2024-04-25,매수,3062500,39045348,25,7223-8822,001040
1324,2024-06-07,매수,479760,93990366,24,746673-394586,015760
1325,2024-05-30,매수,1140700,635488,34,65234069-61,393890
1326,2024-05-14,매수,1706760,43847665,99,658–1202–9184-8,001440
1327,2024-05-03,매수,5397000,76483503,35,831334-983196,000150
1328,2024-06-12,매수,452000,96887855,8,70328436-601,267270
1329,2024-02-15,매수,2530800,31483338,37,4714-8806,010120
1330,2024-03-15,매수,3282400,59002945,88,05607883-867,005420
1331,2024-05-03,매수,5120800,6046541,37,21312073-427,086900
1332,2024-02-19,매수,6360000,86794160,16,957–3012–5720-7,373220
1333,2024-01-05,매수,1731450,32546480,97,25820658-789,272210
1334,2024-05-17,매수,4307900,39048780,23,044961-978299,035420
1335,2024-05-23,매수,1718250,60204647,79,287694-006381,096530
1336,2024-02-05,매수,4378800,80445922,82,416390-318912,047050
1337,2024-04-05,매수,6791200,281568,52,58060623-55,005300
1338,2024-03-28,매수,5292200,68896488,94,2439-9131,021240
1339,2024-06-07,매수,21504000,53695542,84,32527268-129,259960
1340,2024-02-14,매수,514750,40243295,29,69940390-265,011200
1341,2024-02-07,매수,23595000,58927253,78,906840-364420,000810
1342,2024-04-16,매수,11512400,67704436,68,668-67-619272,036570
1343,2024-03-06,매수,12012000,57002049,42,71890585-02,357780
1344,2024-04-16,매수,501930,74725883,27,124281-326338,030000
1345,2024-04-16,매수,752100,86021962,23,29104941-95,204320
1346,2024-04-26,매수,1806000,68458495,42,48315467-70,004000
1347,2024-01-26,매수,6819800,58536750,61,281–0077–4181-9,067160
1348,2024-04-08,매수,2626400,91829856,49,503-26-176979,036830
1349,2024-03-25,매수,9486400,93029677,56,18356749-362,000660
1350,2024-05-13,매수,3984800,42963094,68,856-47-723955,008770
1351,2024-04-16,매수,3410000,34378762,31,989–2611–3525-1,006280
1352,2024-04-18,매수,22770000,35764222,92,029-41-556747,051915
1353,2024-04-05,매수,11858400,64779447,61,250–3976–7745-2,267260
1354,2024-05-31,매수,750600,24126116,9,056–1027–4474-3,006110
1355,2024-04-02,매수,8677500,42016598,39,374–9320–7439-8,352820
1356,2024-04-17,매수,984900,25781087,21,0666-4982,035720
1357,2024-03-05,매수,3018400,10507673,56,699–4097–2968-5,267270
1358,2024-02-06,매수,152400,74139931,4,525-54-367003,375500
1359,2024-03-07,매수,10823200,90836843,83,252-91-175889,000120
1360,2024-01-26,매수,909500,86999875,85,505–9870–6272-5,001440
1361,2024-05-17,매수,885300,14280963,26,351487-717069,008930
1362,2024-04-19,매수,931350,77051003,21,122-20-939201,005290
1363,2024-01-18,매수,1972000,21792765,68,17224984-14,056190
1364,2024-04-19,매수,1100400,79839987,21,9825-9471,086790
1365,2024-04-22,매수,3036000,50400510,33,92518861-536,066570
1366,2024-03-08,매수,367200,10523049,17,241-28-213672,214370
1367,2024-03-29,매수,2298300,95173925,47,903827-599704,022100
1368,2024-04-02,매수,161560,36472669,28,09157354-29,073240
1369,2024-04-29,매수,97800,48936038,3,936939-993002,004020
1370,2024-04-11,매수,2958300,83082184,57,109–3871–7361-3,000210
1371,2024-01-26,매수,2565300,73245138,51,70325339-638,402340
1372,2024-03-20,매수,5865300,82531908,63,05607883-867,042700
1373,2024-05-30,매수,969000,33623110,17,808–8199–9176-0,267270
1374,2024-02-29,매수,2780050,60321989,91,8007-0722,007660
1375,2024-03-29,매수,4366800,10959534,36,02544489-24,006280
1376,2024-02-23,매수,716000,85522646,10,5086-8132,180640
1377,2024-03-08,매수,448000,42857466,4,358-46-409260,090430
1378,2024-01-22,매수,904400,86787707,85,017-70-578764,175330
1379,2024-04-12,매수,1995000,86870934,57,7328-8383,008930
1380,2024-05-10,매수,8388000,40907974,18,525-54-367003,051900
1381,2024-02-07,매수,2257000,12091083,37,61003609-076,251270
1382,2024-02-28,매수,1239000,72853015,7,196–3126–6137-6,004170
1383,2024-02-14,매수,2115000,98511985,100,32425876-882,000080
1384,2024-04-30,매수,636640,80734132,46,421927-510305,232140
1385,2024-05-16,매수,5134500,53087515,45,060–2912–8422-8,011170
1386,2024-02-08,매수,14747600,87391927,92,11929801-04,298040
1387,2024-02-13,매수,73062000,81351788,81,230-71-279292,003240
1388,2024-05-30,매수,15096000,50944558,74,077–9935–0175-1,352820
1389,2024-05-29,매수,1927800,66792721,42,452–5072–0886-1,004000
1390,2024-02-22,매수,170100,59221537,1,44350100-96,018260
1391,2024-02-21,매수,958200,92781211,60,5866-7914,034020
1392,2024-03-05,매수,1233000,64535761,6,107982-561868,145020
1393,2024-01-30,매수,5035800,60155427,42,064–3998–8126-6,192820
1394,2024-04-04,매수,880360,86703676,52,794463-544498,336370
1395,2024-01-16,매수,7651000,72388508,70,9825-9471,009540
1396,2024-04-05,매수,3253600,44555717,49,077–9419–7196-5,071050
1397,2024-05-27,매수,3334100,30735826,77,35269426-743,078930
1398,2024-05-22,매수,6125000,87524971,98,655887-584850,012750
1399,2024-06-12,매수,7254000,99248246,65,855961-203492,067160
1400,2024-03-27,매수,6642000,55866437,54,478-68-954915,000120
1401,2024-05-20,매수,11260800,35178015,72,020311-496729,011780
1402,2024-03-08,매수,10544800,17007151,56,53626823-930,036570
1403,2024-05-20,매수,4275600,6581195,42,079-29-925009,185750
1404,2024-04-29,매수,24596000,68790091,86,2534-3021,003670
1405,2024-01-26,매수,4721200,95595774,58,83903637-272,000150
1406,2024-03-22,매수,36424000,56335828,58,06264867-86,086520
1407,2024-06-05,매수,12537600,9476086,96,060–2912–8422-8,039490
1408,2024-01-03,매수,11496000,44910413,48,3540-4286,352820
1409,2024-02-07,매수,1374450,12187932,33,707-06-670577,008930
1410,2024-05-08,매수,2772000,11575789,44,503-26-176979,012750
1411,2024-01-11,매수,42180,26041712,6,81999842-58,003690
1412,2024-03-21,매수,5090800,97125335,44,37563387-11,000270
1413,2024-02-08,매수,29679000,12576596,78,997317-011669,004370
1414,2024-03-26,매수,3755300,9192928,47,62441012-95,005930
1415,2024-05-13,매수,1846200,42970940,34,037–6982–5425-2,047810
1416,2024-03-15,매수,1523000,34507098,100,95786655-89,316140
1417,2024-02-21,매수,220500,70240297,7,19897556-06,214150
1418,2024-05-09,매수,4792600,29119605,31,786-07-903519,009150
1419,2024-04-19,매수,4668600,22460174,31,7018-6962,066970
1420,2024-04-19,매수,911400,42107133,49,831-73-478157,030000
1421,2024-03-14,매수,864000,55703559,30,639-88-974791,004990
1422,2024-05-30,매수,3578400,33069136,42,565–7440–0690-9,032830
1423,2024-06-07,매수,1368670,91360624,97,969963-624062,175330
1424,2024-04-18,매수,9225000,18964107,75,29104941-95,000120
1425,2024-02-21,매수,3406800,2206005,68,9216-9188,111770
1426,2024-01-02,매수,3357200,52113508,22,018475-885599,039030
1427,2024-06-03,매수,402750,9299305,9,876011-745290,213420
1428,2024-05-10,매수,1265000,45179725,55,887-57-043405,353200
1429,2024-03-18,매수,5380800,15766062,57,663-99-640333,326030
1430,2024-05-24,매수,2655800,54678406,14,06143721-099,000150
1431,2024-06-11,매수,1100000,11503185,25,81999842-58,036460
1432,2024-05-24,매수,1221090,43189331,93,8150-7704,175330
1433,2024-02-14,매수,9359800,40816520,53,695–8007–2025-2,086280
1434,2024-01-26,매수,7020000,28855118,52,787357-133049,005070
1435,2024-03-08,매수,3360300,70725432,69,03355597-75,078930
1436,2024-03-08,매수,27573000,63250842,78,25516338-81,298050
1437,2024-04-30,매수,4425200,50189506,74,73343563-058,012750
1438,2024-01-16,매수,1969200,35630995,72,695-93-559116,009520
1439,2024-01-17,매도,4419800,72022302,82,161-57-895975,002710
1440,2024-03-15,매수,5507600,74700343,98,17791390-285,112040
1441,2024-05-28,매수,2994500,88120978,53,93576216-65,084370
1442,2024-05-21,매수,59204000,61354605,76,315-75-909111,207940
1443,2024-01-25,매수,24140000,97742883,71,4833-0055,298050
1444,2024-04-30,매수,2598000,33368842,20,787357-133049,145720
1445,2024-02-22,매수,4200900,17878720,33,61550345-21,005300
1446,2024-01-31,매수,151100,84731269,10,466-19-144958,006360
1447,2024-02-27,매수,244600,36134221,2,077–9419–7196-5,090430
1448,2024-04-04,매수,10459600,97731912,79,446-18-547257,090430
1449,2024-04-12,매수,4941600,6566789,87,2184-9670,251270
1450,2024-04-15,매수,871200,64511126,18,107982-561868,112040
1451,2024-03-25,매수,7840000,39523591,32,5744-0125,058470
1452,2024-01-23,매수,11290500,14202240,39,14394334-462,097950
1453,2024-03-19,매수,2362800,37068717,88,14322092-49,067310
1454,2024-02-19,매수,2195600,60339663,22,5528-8893,066570
1455,2024-04-19,매수,5902000,57026269,65,3800-5619,004490
1456,2024-02-13,매수,11246400,7666459,72,838314-692137,028260
1457,2024-04-11,매수,5072000,86455480,16,259080-837415,457190
1458,2024-03-21,매수,462150,14236071,79,3225-9937,073240
1459,2024-03-19,매수,3787200,87697241,96,860677-355912,008930
1460,2024-04-12,매수,666900,44366424,13,446-18-547257,112040
1461,2024-05-07,매수,309720,46500088,29,13772543-60,137310
1462,2024-04-02,매수,3390000,7823508,60,841547-591835,112610
1463,2024-04-12,매수,4746000,88268726,14,89257143-34,298040
1464,2024-05-31,매수,13600000,89506532,80,841547-591835,192820
1465,2024-03-12,매수,1613850,14134605,53,124042-011038,281740
1466,2024-05-30,매수,2055000,12920825,30,60693865-09,267250
1467,2024-02-26,매수,234250,63853466,5,791-37-394070,192080
1468,2024-06-11,매수,411000,17928940,3,6065-7097,443060
1469,2024-01-19,매수,2152800,58545997,39,42393350-99,011210
1470,2024-04-16,매수,3558750,40975409,73,647-97-272197,047810
1471,2024-02-13,매수,1883700,67196036,63,9750-2366,080220
1472,2024-04-08,매수,967200,83150765,48,1147-7226,007070
1473,2024-02-29,매수,502800,99885571,4,827227-745190,039490
1474,2024-06-05,매수,12266400,65884802,76,8128-1453,277810
1475,2024-02-13,매수,45408000,73195295,96,82755515-689,010130
1476,2024-03-14,매수,188400,34038559,8,55738339-248,023590
1477,2024-04-02,매수,3107500,76625663,11,9931-8374,051915
1478,2024-04-16,매수,129100,82488505,1,0303-9109,145720
1479,2024-04-23,매수,10150900,10136880,83,88964146-502,006260
1480,2024-05-16,매수,2154600,58382871,84,3709-6175,103590
1481,2024-05-29,매수,2618700,53917493,29,467416-536245,068760
1482,2024-02-16,매수,2101200,84476902,51,902586-179071,016360
1483,2024-02-28,매수,14782000,94372867,76,35951516-802,012450
1484,2024-01-03,매수,555060,60376412,66,246996-432360,139130
1485,2024-03-26,매수,595950,51966285,29,56350641-15,007070
1486,2024-02-23,매수,12314800,11083952,68,951-49-138188,017860
1487,2024-04-23,매수,4803200,55020380,76,6907-2128,012750
1488,2024-03-15,매수,507000,30377494,10,887-57-043405,069960
1489,2024-03-06,매수,3308700,10145388,41,092–1787–1106-3,454910
1490,2024-02-13,매수,11900,8436891,2,3225-9937,085620
1491,2024-05-03,매수,675200,98429371,32,9931-8374,000080
1492,2024-06-04,매수,15720000,60178892,60,32349681-91,003670
1493,2024-03-12,매수,56700,60786933,18,836332-038054,088350
1494,2024-01-19,매수,2640000,59483746,66,345826-708036,081660
1495,2024-02-28,매수,7658500,74413990,85,14685876-823,042700
1496,2024-04-01,매수,1436400,33626661,12,936939-993002,009540
1497,2024-05-08,매수,1762000,96552238,40,32527268-129,078930
1498,2024-02-28,매수,17952000,29186047,68,5868-3191,002380
1499,2024-01-09,매수,30080000,48511435,40,752–1267–4281-1,207940
1500,2024-03-14,매수,21126000,66028069,84,06143721-099,005380
1501,2024-05-13,매수,950400,65837551,36,4387-5235,036460
1502,2024-05-28,매수,3470400,50984382,96,876011-745290,030200
1503,2024-04-03,매수,9647600,13140794,89,137-27-322415,214450
1504,2024-02-07,매수,1268400,90002726,42,60035526-57,240810
1505,2024-05-03,매수,2250800,63882860,68,0477-6997,005850
1506,2024-01-16,매수,3719100,60443137,69,06143721-099,047810
1507,2024-03-07,매수,1763050,57431866,37,66983203-516,009240
1508,2024-02-15,매수,7032000,22419415,40,7101-6501,086280
1509,2024-03-22,매수,689580,40186587,54,0626-2624,088980
1510,2024-05-09,매수,2412000,94247375,36,565–9049–7951-6,052690
1511,2024-02-13,매수,717500,77380620,25,838314-692137,214150
1512,2024-02-02,매수,8729600,91910744,88,6886-2629,005830
1513,2024-04-22,매수,1757500,48857034,19,54986895-890,271560
1514,2024-05-14,매수,726600,78258289,28,46044137-197,417200
1515,2024-03-04,매수,811000,79537091,20,853–6154–3898-5,017800
1516,2024-04-30,매수,2728000,57608230,80,699–4097–2968-5,047920
1517,2024-02-27,매수,54040,81092276,14,28320714-517,395400
1518,2024-01-19,매수,435100,84604001,19,249-46-117445,036460
1519,2024-01-17,매수,1696500,34487448,65,05607883-867,353200
1520,2024-02-13,매수,325970,4993396,74,25516338-81,028670
1521,2024-02-28,매수,3697650,71972039,81,110–3582–8826-2,012510
1522,2024-03-07,매수,4916400,79310741,51,35967223-626,006110
1523,2024-03-07,매수,213600,70065467,3,466-45-509807,105560
1524,2024-04-29,매수,5170800,21031827,62,93518844-893,065350
1525,2024-01-09,매수,8321400,95493645,54,271608-274369,039030
1526,2024-05-24,매수,533750,10777782,25,379-47-760474,096530
1527,2024-05-30,매수,1752300,71705318,66,6134-8260,000880
1528,2024-04-12,매수,3049800,59599243,46,81428145-58,105560
1529,2024-02-13,매수,12877200,43632651,73,045058-734381,003230
1530,2024-05-29,매수,1142400,11888676,14,706-80-042454,006110
1531,2024-02-29,매수,2008800,57090310,54,939851-951805,051600
1532,2024-01-26,매수,663400,52292396,62,709–2015–9478-2,001440
1533,2024-01-04,매수,1754400,78877250,48,69109881-69,214150
1534,2024-05-28,매수,21973000,8199621,43,4378-2795,010130
1535,2024-03-04,매수,3776000,45909532,64,915-22-424118,251270
1536,2024-02-14,매수,2152800,41581384,39,7223-8822,267270
1537,2024-02-27,매수,1419800,36386333,62,8116-5787,003090
1538,2024-01-18,매수,12283500,34820595,57,655887-584850,086900
1539,2024-05-20,매수,1779000,24968567,30,95112494-92,021240
1540,2024-01-02,매수,24016000,8768535,79,464934-390256,051915
1541,2024-03-29,매수,796500,76740297,27,427777-996243,080220
1542,2024-04-25,매수,5145000,4875259,98,032-06-523913,047810
1543,2024-03-13,매수,8658300,88653954,93,36779182-139,326030
1544,2024-06-07,매수,2002500,59934215,90,879–6537–3395-9,007070
1545,2024-03-13,매수,1684700,91670832,85,281–0077–4181-9,336260
1546,2024-01-17,매수,7140000,91676890,68,01167029-137,067160
1547,2024-03-19,매수,1449600,60100196,8,265905-985777,039030
1548,2024-01-23,매수,1724250,18747790,95,431–8114–9252-1,100090
1549,2024-03-07,매수,3702400,22371537,89,418–0611–3406-4,014820
1550,2024-04-30,매수,2548000,26355761,91,03572721-578,001120
1551,2024-04-30,매수,2847600,43390992,72,416257-975923,403870
1552,2024-03-06,매수,3435000,20889044,30,91182812-209,069620
1553,2024-02-13,매수,1003200,27950175,8,58770203-51,065350
1554,2024-02-29,매수,1383750,69492314,41,25129677-595,005850
1555,2024-03-07,매수,6215600,73567763,82,5158-1380,141080
1556,2024-02-14,매수,28858500,90509827,99,476337-390580,051915
1557,2024-03-14,매수,2219800,36840308,22,5988-3968,065350
1558,2024-03-18,매수,3228700,90045793,83,44091270-21,006040
1559,2024-02-23,매수,10681200,31997456,92,838314-692137,069620
1560,2024-03-07,매수,3201600,80820875,46,7018-6962,000100
1561,2024-01-30,매수,1191300,29422326,11,8007-0722,064760
1562,2024-05-29,매수,1078500,98450138,3,27618643-069,298050
1563,2024-01-04,매수,73100,32558435,2,42679703-53,214150
1564,2024-04-05,매수,10076400,98229287,81,145013-092661,039490
1565,2024-03-27,매수,525200,31926066,13,547-96-990197,111770
1566,2024-01-26,매수,6260800,634935,56,59136542-261,067160
1567,2024-02-05,매수,1585000,77887659,50,5868-3191,004990
1568,2024-01-22,매수,942480,11670534,63,3798-8817,035250
1569,2024-03-12,매수,2448850,7223482,67,22601010-07,005420
1570,2024-05-24,매수,8316000,66548232,36,07532321-168,010120
1571,2024-01-22,매수,1951700,34888527,29,377-81-712364,010120
1572,2024-01-18,매수,1313200,24478055,70,734–4005–2292-1,272210
1573,2024-03-27,매수,930000,45783088,15,62441012-95,302440
1574,2024-06-05,매수,1081100,5859071,19,791-37-394070,000210
1575,2024-06-10,매수,1140800,95207012,23,45732095-476,069960
1576,2024-04-08,매수,1655100,30450286,54,700–7083–6061-5,067310
1577,2024-04-19,매수,2490000,53339146,20,435-56-352463,005300
1578,2024-05-20,매수,1376550,25966072,57,775377-848582,028050
1579,2024-04-29,매수,2204400,42120562,22,1680-1632,004490
1580,2024-06-11,매수,230400,85661830,2,549791-477974,282330
1581,2024-04-12,매수,12177000,38993683,82,25633982-468,005385
1582,2024-04-30,매수,990720,37309450,72,655887-584850,001440
1583,2024-01-19,매수,7740000,36253325,40,8055-5195,259960
1584,2024-01-22,매수,1720500,23168026,31,02373826-37,251270
1585,2024-05-07,매수,3355200,62596645,96,357–9954–1972-4,036930
1586,2024-06-03,매수,574800,19024050,24,9682-5743,028050
1587,2024-06-05,매수,1415700,33985572,39,85005738-24,016360
1588,2024-05-22,매수,420000,10831288,25,5993-7091,011200
1589,2024-02-05,매수,633600,91540397,80,4546-5316,001740
1590,2024-03-19,매수,1716000,8885083,48,0069-0207,375500
1591,2024-04-01,매수,13275000,81488075,75,869-08-936273,034730
1592,2024-05-21,매수,37305000,38298345,90,28320714-517,004370
1593,2024-04-23,매수,152000,27094296,1,655887-584850,018260
1594,2024-02-19,매수,5535000,27534300,18,015-87-741911,298020
1595,2024-01-24,매수,10125000,60702041,90,06495874-88,011780
1596,2024-05-27,매수,2179200,45954500,64,526–4982–0130-1,111770
1597,2024-03-05,매수,817200,26884749,12,375–0690–9868-9,383220
1598,2024-02-19,매수,13851200,87821121,88,1232-6001,018670
1599,2024-01-09,매수,374000,37278437,68,037–6982–5425-2,003410
1600,2024-02-27,매수,13593000,44989189,69,25820658-789,058470
1601,2024-05-29,매수,2599100,68682297,79,797117-646248,111770
1602,2024-03-25,매수,30672000,24475191,71,11688193-96,005490
1603,2024-01-16,매수,2684000,89957247,40,459–9083–1949-7,267250
1604,2024-05-23,매수,12297600,33614487,84,353322-860832,042700
1605,2024-01-08,매수,10280200,74552178,98,3709-6175,001570
1606,2024-04-18,매수,668100,52906890,17,256835-098321,081660
1607,2024-02-20,매수,6297200,2476264,91,5744-0125,383220
1608,2024-04-05,매수,3651800,70150928,62,190–2633–6205-0,166090
1609,2024-04-09,매수,13284800,41162588,76,116-34-532628,086280
1610,2024-03-06,매수,1057720,32331475,62,436–4521–1695-4,035250
1611,2024-03-12,매수,717500,43972295,25,60909497-805,067310
1612,2024-04-18,매수,424960,29377140,32,07868173-591,024110
1613,2024-04-19,매수,19440000,59725328,96,423-57-633886,145020
1614,2024-04-19,매수,15745000,49547350,47,355–5187–7017-0,097950
1615,2024-04-01,매수,771750,39265115,35,2731-2728,003490
1616,2024-04-16,매수,4697000,62892364,61,2439-9131,003550
1617,2024-03-29,매수,4684800,54115216,64,176–2732–9331-1,361610
1618,2024-01-10,매수,3690750,68576472,95,124281-326338,140410
1619,2024-01-22,매수,2227500,31379898,66,0372-8394,240810
1620,2024-05-08,매수,1873200,3342037,84,478-68-954915,281740
1621,2024-03-07,매수,11340000,44638229,40,63684092-64,097950
1622,2024-02-13,매수,7507800,9142007,86,7223-8822,399720
1623,2024-04-03,매수,2793600,19616051,72,6523-2431,008930
1624,2024-05-23,매수,24840000,44988447,54,5283-5937,051900
1625,2024-04-02,매수,369600,82031135,3,602–3194–4722-4,280360
1626,2024-04-04,매수,645240,27999009,76,471–9068–4432-2,139130
1627,2024-01-31,매수,4866000,92662303,60,95266979-58,009970
1628,2024-05-29,매수,8109000,68745885,51,532-21-090762,018260
1629,2024-03-29,매수,2109900,46297691,78,07890618-745,000880
1630,2024-04-04,매수,3944200,59379875,74,541–3132–0225-2,012510
1631,2024-01-19,매수,19220000,66653414,100,21233074-982,036570
1632,2024-04-24,매수,3472000,84807337,70,21762818-62,000210
1633,2024-03-11,매수,9144800,34708137,71,899–4193–3690-5,282330
1634,2024-06-03,매수,4835600,75195944,44,3709-6175,011170
1635,2024-05-16,매수,2961000,82969388,9,348-99-410115,097950
1636,2024-05-17,매수,2516850,85857835,63,37563387-11,022100
1637,2024-03-28,매수,2444700,79379758,87,4895-5581,323410
1638,2024-04-17,매수,3072100,52599610,31,3359-3792,185750
1639,2024-03-27,매수,1979600,67442211,49,46044137-197,111770
1640,2024-03-15,매수,3117100,75897640,61,99686668-30,047810
1641,2024-01-03,매수,23478000,70661686,78,0303-9109,357780
1642,2024-03-20,매수,30970000,18675418,76,602–3194–4722-4,373220
1643,2024-01-17,매수,21437000,23766698,97,60035526-57,086900
1644,2024-01-26,매수,28260000,24967658,72,83008780-767,007310
1645,2024-05-23,매수,2618000,67567200,85,0477-6997,042660
1646,2024-01-12,매수,7275600,47945695,94,91182812-209,010620
1647,2024-05-21,매수,247450,60136766,49,974-62-643786,001740
1648,2024-06-03,매수,504900,27995169,33,37563387-11,000240
1649,2024-04-11,매수,3298100,78656477,59,069-66-726397,002710
1650,2024-03-27,매수,13751400,17650937,86,4997-7015,018260
1651,2024-02-21,매수,673500,60449581,75,565010-766640,006800
1652,2024-02-23,매수,1024600,5772163,47,26638587-087,281740
1653,2024-04-16,매수,1697850,48522482,77,2079-8610,298380
1654,2024-02-16,매수,392700,53505482,21,957–3012–5720-7,294870
1655,2024-06-05,매수,492200,54314571,23,565010-766640,067310
1656,2024-02-19,매수,465600,95869131,8,78445365-349,035720
1657,2024-03-06,매수,4267000,7175479,17,402-27-380980,005380
1658,2024-01-31,매수,22459000,77420873,74,95786655-89,051900
1659,2024-03-20,매수,2514850,4584893,73,73343563-058,036930
1660,2024-01-15,매수,6062200,95762196,34,740–1165–2435-4,086280
1661,2024-02-29,매수,28000,89984825,2,026-01-021802,024110
1662,2024-04-17,매수,511000,22169924,14,80211459-64,140410
1663,2024-04-30,매수,1496000,14144892,44,0080-8432,008930
1664,2024-06-03,매수,1694000,5891336,28,892–0797–0578-8,012510
1665,2024-06-05,매수,160380,98917687,44,32349681-91,047040
1666,2024-02-13,매수,426920,70454172,26,658–1202–9184-8,067630
1667,2024-04-22,매수,1884800,24443765,62,2751-1171,002790
1668,2024-03-06,매수,936100,9362239,23,262–0920–6342-8,008730
1669,2024-04-11,매수,1584000,75503929,4,49457929-351,007310
1670,2024-01-30,매수,2781000,30276775,54,345221-335934,402340
1671,2024-04-08,매수,9061800,53662661,66,565010-766640,086900
1672,2024-03-13,매수,4660000,77723675,100,8378-1473,192080
1673,2024-01-29,매수,1751650,13743234,53,116-34-532628,020150
1674,2024-04-08,매수,763800,70004286,95,898-11-715439,003690
1675,2024-05-13,매수,1047650,13556004,23,5060-7352,004000
1676,2024-03-19,매수,551260,24709007,43,78445365-349,175330
1677,2024-04-17,매수,1625200,10327964,68,212525-894683,417200
1678,2024-01-10,매수,2363500,64531631,58,05014884-62,375500
1679,2024-02-20,매수,142800,51594194,6,27895971-919,003090
1680,2024-01-02,매수,2972600,71657806,89,624–3845–7089-8,036930
1681,2024-04-12,매수,2223000,32219347,38,09656286-41,166090
1682,2024-03-08,매수,4220100,5084938,27,19897556-06,450080
1683,2024-05-30,매수,464400,3618314,3,2604-4821,005385
1684,2024-05-03,매수,18900000,94533611,100,32179418-056,068270
1685,2024-06-11,매수,3032000,24736829,40,87110278-040,000100
1686,2024-02-15,매수,4613000,28207447,14,562–8321–0989-3,298050
1687,2024-02-21,매수,7748400,21881605,66,383524-881209,067160
1688,2024-01-05,매수,412200,660362,60,645-58-015321,003690
1689,2024-04-24,매수,366600,12919305,3,879–6537–3395-9,006260
1690,2024-06-05,매수,9925000,80398407,50,21982667-352,352820
1691,2024-01-18,매수,291150,36094138,9,93518844-893,240810
1692,2024-06-05,매수,14060000,4864465,95,922-83-065312,011790
1693,2024-06-05,매수,699000,89791046,10,69736784-623,010620
1694,2024-04-16,매수,2361600,72527688,72,032-06-523913,009420
1695,2024-04-15,매수,8330000,16416720,68,975-04-776987,011780
1696,2024-04-11,매수,9336100,77420493,89,27177661-14,399720
1697,2024-05-03,매수,707520,27433977,44,503-26-176979,006360
1698,2024-04-17,매수,9573500,2816519,41,389–0705–9923-8,005380
1699,2024-05-02,매수,2339100,13524415,69,31224040-11,008930
1700,2024-04-09,매수,11656000,70455951,80,091516-456453,005387
1701,2024-02-01,매수,5021700,59942031,57,5868-3191,003550
1702,2024-03-12,매수,1941300,67445857,27,0666-4982,402340
1703,2024-01-05,매수,521550,9099110,95,095–0151–9208-0,003410
1704,2024-03-14,매수,3771950,62129169,91,758-10-961519,377300
1705,2024-05-10,매수,2308600,53614664,68,707–5647–4984-8,393890
1706,2024-02-29,매수,313400,24174539,2,8206-0953,028260
1707,2024-02-01,매수,2128000,77862304,28,787–2064–1450-1,032830
1708,2024-01-10,매수,789000,36767304,3,431–8114–9252-1,017860
1709,2024-04-22,매수,10130400,84150523,56,738–5135–2434-7,035420
1710,2024-01-23,매수,2392200,22380582,54,641-26-306904,195940
1711,2024-02-28,매수,1735650,35302978,63,124042-011038,417200
1712,2024-02-07,매수,20677000,67996887,46,906-53-899499,005490
1713,2024-02-28,매수,5580000,8814726,72,858328-177307,023530
