id,tx_datetime,tx_type,tx_amount,bal_after_tx,tx_qty,account_no,stock_code
2619,2024-02-20,매수,14149200.0,73171687,78,65647747-78,145020.0
2620,2024-03-11,매수,733000.0,97670965,2,831-73-478157,457190.0
2621,2024-05-29,매수,1899800.0,38735570,92,724-14-585025,3490.0
2622,2024-01-17,매수,451200.0,35914546,64,103–0770–3122-9,10140.0
2623,2024-04-03,매수,811900.0,37506656,23,416227-994243,36930.0
2624,2024-01-31,매수,7887600.0,14981135,84,092-02-068244,1040.0
2625,2024-05-02,매수,13687500.0,87520426,73,90542495-945,68270.0
2626,2024-05-09,매수,4708000.0,62621464,22,65234069-61,12450.0
2627,2024-03-06,매수,1904000.0,13971995,14,3434-1848,267260.0
2628,2024-01-15,매수,1799200.0,31457392,26,740–1165–2435-4,139480.0
2629,2024-04-08,매수,1013100.0,37355024,11,565–9049–7951-6,10060.0
2630,2024-04-24,매수,3272000.0,21933894,8,86392216-60,7310.0
2631,2024-01-11,매수,10565200.0,39580453,61,794-23-035836,86280.0
2632,2024-02-16,매수,5388500.0,78315982,65,380–3880–9627-6,23530.0
2633,2024-01-31,매수,3935500.0,83607300,85,44091270-21,78930.0
2634,2024-06-12,매수,1749300.0,54649360,51,017-70-578764,111770.0
2635,2024-03-04,매수,15474200.0,16144410,98,590-33-232369,18670.0
2636,2024-06-03,매수,3016650.0,41441088,91,887-57-043405,1450.0
2637,2024-02-15,매수,229200.0,25909642,3,67378090-575,95340.0
2638,2024-04-26,매수,3450000.0,45408994,100,400806-738750,30200.0
2639,2024-03-26,매수,4869000.0,81691108,90,377-81-712364,17670.0
2640,2024-02-26,매수,8987000.0,67814897,95,5988-3968,9970.0
2641,2024-02-28,매수,4621500.0,87653551,65,86392216-60,52690.0
2642,2024-02-02,매수,6912500.0,41950538,79,345826-708036,6110.0
2643,2024-01-26,매수,3062400.0,19693355,48,05014884-62,32830.0
2644,2024-03-11,매수,205440.0,28661650,12,69109881-69,240.0
2645,2024-05-09,매수,13623000.0,83573643,95,732–4973–2079-3,192820.0
2646,2024-04-17,매수,3341650.0,61346762,97,74595261-909,36930.0
2647,2024-05-02,매수,154660.0,62261010,37,4388-6506,395400.0
2648,2024-06-05,매수,6058800.0,91198966,99,4843-8789,251270.0
2649,2024-03-05,매수,5884200.0,40706805,63,9667-9971,66570.0
2650,2024-04-24,매수,310640.0,35845112,22,5877-8627,316140.0
2651,2024-05-14,매수,1037300.0,69239815,23,5528-8893,161390.0
2652,2024-04-16,매수,585130.0,32135207,91,00594065-78,73240.0
2653,2024-02-07,매수,128860.0,17019923,17,436–4521–1695-4,42670.0
2654,2024-05-16,매수,1737600.0,98943033,32,9292-8478,12510.0
2655,2024-01-25,매수,2457000.0,74549369,84,238959-979328,323410.0
2656,2024-01-10,매수,85340.0,46748839,34,092–1787–1106-3,88350.0
2657,2024-03-05,매수,7106000.0,32204427,76,35951516-802,6110.0
2658,2024-05-23,매수,1201200.0,17181220,26,31496684-203,137400.0
2659,2024-05-31,매수,936100.0,51915907,22,72481549-32,403870.0
2660,2024-04-05,매수,2241000.0,160834,30,04084792-704,454910.0
2661,2024-03-26,매수,657780.0,68775911,38,345826-708036,294870.0
2662,2024-01-19,매수,3213000.0,59433800,70,669–6108–3331-5,28300.0
2663,2024-02-15,매수,7778500.0,95007570,47,001-63-550645,5070.0
2664,2024-05-27,매수,1787400.0,26571802,27,945365-763338,1720.0
2665,2024-04-02,매수,8009500.0,36440480,83,941348-199285,66570.0
2666,2024-02-01,매수,3240000.0,71431124,96,49695021-29,5850.0
2667,2024-02-23,매수,441000.0,2914652,7,748–1450–6538-8,251270.0
2668,2024-06-04,매수,5395500.0,58430745,99,45066823-188,328130.0
2669,2024-03-25,매수,792000.0,70183178,11,92917054-10,105560.0
2670,2024-03-07,매수,2176200.0,11584895,54,71890585-02,377300.0
2671,2024-01-12,매수,32175000.0,33812118,99,549791-477974,51900.0
2672,2024-06-10,매수,2468700.0,1862203,78,375–0690–9868-9,8930.0
2673,2024-04-16,매수,87360.0,48368633,7,077–9419–7196-5,88980.0
2674,2024-04-02,매수,9615900.0,87655995,57,848–3158–5548-0,66970.0
2675,2024-04-04,매수,418400.0,93319863,8,38673885-38,17670.0
2676,2024-04-17,매수,10557000.0,83064813,46,45732095-476,2380.0
2677,2024-03-19,매수,557100.0,17652537,90,025-70-234415,1740.0
2678,2024-03-18,매수,1707000.0,46983450,30,2079-8610,47050.0
2679,2024-01-18,매수,302850.0,2606094,9,456-19-145134,20150.0
2680,2024-03-05,매수,1387500.0,66640283,5,645-58-015321,357780.0
2681,2024-01-03,매수,96450.0,13996909,3,80596785-262,36930.0
2682,2024-01-29,매수,5194800.0,44303502,36,119-35-022940,450080.0
2683,2024-02-02,매수,6775600.0,83294327,52,724977-270793,5385.0
2684,2024-04-04,매수,4328900.0,49566716,73,8480-7459,4800.0
2685,2024-04-30,매수,6590200.0,14638899,83,19570427-61,138040.0
2686,2024-06-10,매수,2466000.0,31420022,60,969963-624062,36460.0
2687,2024-05-23,매수,1180300.0,28643832,29,941348-199285,14820.0
2688,2024-04-25,매수,359100.0,93291729,7,83008780-767,241560.0
2689,2024-04-08,매수,337560.0,320107,29,29222309-57,5940.0
2690,2024-03-28,매수,306540.0,68917397,26,77657991-31,5940.0
2691,2024-01-03,매수,5906400.0,14850034,46,4833-0055,28260.0
2692,2024-06-12,매수,1316700.0,17152470,99,049–5923–0973-1,82740.0
2693,2024-06-11,매수,1578500.0,52441517,70,21972261-77,336260.0
2694,2024-05-22,매수,256760.0,12968065,49,44447146-187,18880.0
2695,2024-01-09,매수,3818000.0,85500336,46,4293-3000,108320.0
2696,2024-03-14,매수,9438000.0,38346683,60,375–0690–9868-9,18260.0
2697,2024-01-19,매수,16994500.0,20640445,41,30265088-30,5490.0
2698,2024-05-27,매수,522600.0,54709666,39,9292-8478,82740.0
2699,2024-04-24,매수,765000.0,7180115,25,5866-7914,2790.0
2700,2024-01-31,매수,4560700.0,13240211,59,26562164-466,196170.0
2701,2024-05-14,매수,1001300.0,51679728,19,932912-751043,457190.0
2702,2024-02-16,매수,3800100.0,7743662,53,1061-1433,78600.0
2703,2024-03-19,매수,1795500.0,24767721,35,695–8007–2025-2,241560.0
2704,2024-01-17,매수,46690.0,50972819,7,03733449-05,6800.0
2705,2024-02-01,매수,2201700.0,94504080,82,145979-931421,323410.0
2706,2024-02-26,매수,7439000.0,67895214,43,17791390-285,14680.0
2707,2024-05-22,매수,778500.0,79398463,30,05014884-62,880.0
2708,2024-03-18,매수,2028000.0,5307049,78,350–8719–3147-6,417200.0
2709,2024-05-30,매수,2967000.0,81119490,46,091516-456453,71050.0
2710,2024-01-04,매수,1510500.0,17569717,15,738–5135–2434-7,6110.0
2711,2024-03-29,매수,21244000.0,38301944,47,262–0920–6342-8,10130.0
2712,2024-02-02,매수,2563200.0,57554422,16,93672354-228,18260.0
2713,2024-05-28,매수,1648800.0,84404199,9,3976-5453,6260.0
2714,2024-05-30,매수,924700.0,34500214,7,00144528-368,329180.0
2715,2024-04-26,매수,285670.0,58651372,98,601807-667632,88350.0
2716,2024-01-26,매수,7597200.0,74804998,52,35324396-712,282330.0
2717,2024-05-22,매수,3875850.0,13701728,81,323188-497035,55550.0
2718,2024-01-12,매수,1110200.0,7836883,7,59136542-261,145020.0
2719,2024-05-16,매수,2745000.0,75772445,50,207–7617–5277-7,47810.0
2720,2024-01-26,매수,2011950.0,44620484,51,549791-477974,393890.0
2721,2024-05-02,매수,990150.0,48942911,21,96447423-08,112040.0
2722,2024-02-05,매수,940000.0,93401970,8,97308216-723,329180.0
2723,2024-04-08,매수,1727200.0,59158083,34,649456-581888,78930.0
2724,2024-03-27,매수,264600.0,85506289,3,69940390-265,9970.0
2725,2024-06-07,매수,2312600.0,26159417,31,863-96-651283,31980.0
2726,2024-01-15,매수,9090000.0,43161309,75,114-54-676040,329180.0
2727,2024-03-07,매수,4485600.0,20798000,63,57703722-844,105560.0
2728,2024-05-02,매수,3067400.0,97037199,98,470042-302422,4020.0
2729,2024-03-26,매수,308200.0,20781213,2,763691-126050,140860.0
2730,2024-02-13,매수,3854500.0,58356194,65,547-96-990197,328130.0
2731,2024-03-07,매수,4472000.0,38596918,65,277–9206–3753-1,237690.0
2732,2024-03-12,매수,1375500.0,2508113,42,277-26-535094,204320.0
2733,2024-03-28,매수,1626000.0,29314877,60,592900-925553,2790.0
2734,2024-01-30,매수,234780.0,8491125,13,288-96-565351,85660.0
2735,2024-06-04,매수,17030000.0,26777729,65,35278556-416,3670.0
2736,2024-03-22,매수,792000.0,14626673,6,56350641-15,145720.0
2737,2024-06-12,매수,3304100.0,65664073,94,892–0797–0578-8,240810.0
2738,2024-03-05,매수,2240000.0,85511432,56,26562164-466,81660.0
2739,2024-02-07,매수,19067000.0,52611090,46,401324-939797,7310.0
2740,2024-02-08,매수,6593000.0,27541310,95,909–1984–8664-5,10950.0
2741,2024-02-19,매수,8135400.0,9681279,91,695–8007–2025-2,196170.0
2742,2024-06-05,매수,192530.0,76854948,13,3225-9937,6360.0
2743,2024-04-01,매수,11842600.0,80736923,77,3976-5453,18670.0
2744,2024-03-14,매수,5869700.0,1537133,79,73343563-058,5930.0
2745,2024-04-03,매수,1802850.0,43623927,51,037–4299–3003-8,51600.0
2746,2024-02-22,매수,394400.0,89882744,29,91194168-046,24110.0
2747,2024-04-18,매수,5451400.0,17445312,97,5158-1380,21240.0
2748,2024-04-29,매수,15798200.0,53752015,86,124–0930–8448-4,68270.0
2749,2024-01-18,매수,6609600.0,42571169,54,997–7686–9929-8,120.0
2750,2024-05-08,매수,133800.0,69683834,6,4895-5581,281740.0
2751,2024-05-27,매수,4246000.0,87823888,55,07829656-64,5930.0
2752,2024-04-22,매수,4165000.0,70592129,17,213-03-283421,5380.0
2753,2024-01-08,매수,9960000.0,89104676,80,887-57-043405,329180.0
2754,2024-04-09,매수,24299000.0,48745042,47,406–0108–6271-3,86520.0
2755,2024-05-22,매수,904500.0,59473626,9,400806-738750,5830.0
2756,2024-01-29,매수,442050.0,93214117,21,022–0704–3376-7,336260.0
2757,2024-02-07,매수,30840.0,43855315,4,41863502-49,138930.0
2758,2024-04-01,매수,3154000.0,81958597,95,5490-9188,89030.0
2759,2024-03-04,매수,4763700.0,418777,67,14909997-75,36830.0
2760,2024-05-07,매수,29575.0,3676189,7,748–1450–6538-8,28670.0
2761,2024-02-16,매수,1483300.0,56906297,13,960-17-231460,192820.0
2762,2024-04-24,매수,1745580.0,10708021,94,974-62-643786,336260.0
2763,2024-02-02,매수,6213400.0,93841750,47,91631617-44,12450.0
2764,2024-06-12,매수,4565000.0,49636108,55,77928677-030,3550.0
2765,2024-01-11,매수,1400800.0,13763260,17,2604-4821,108320.0
2766,2024-02-07,매수,902000.0,56673919,11,69933851-12,6110.0
2767,2024-02-05,매수,2009300.0,82733831,71,461–1760–0555-9,7660.0
2768,2024-04-17,매수,421680.0,98041639,84,699–4097–2968-5,18880.0
2769,2024-01-30,매수,127800.0,4804795,10,8116-5787,34230.0
2770,2024-01-24,매수,1076000.0,9603053,20,9682-5743,161890.0
2771,2024-01-29,매수,7290000.0,28437588,36,787357-133049,12330.0
2772,2024-03-20,매수,21190000.0,65936381,52,5877-8627,373220.0
2773,2024-01-12,매수,198250.0,89242148,5,124042-011038,375500.0
2774,2024-02-15,매수,1664000.0,52247967,52,0343-4625,80220.0
2775,2024-03-28,매수,7794800.0,35160346,52,68747522-196,9150.0
2776,2024-04-12,매수,10504000.0,56059077,52,205–5492–5385-3,11070.0
2777,2024-01-22,매수,949200.0,50395992,24,13772543-60,120110.0
2778,2024-03-14,매수,2851200.0,98767769,99,975-04-776987,4990.0
2779,2024-04-24,매수,2704700.0,33271792,37,6545-3013,383310.0
2780,2024-02-29,매수,96050.0,40967494,5,732–4973–2079-3,98460.0
2781,2024-06-07,매수,2864400.0,96665128,31,14909997-75,271560.0
2782,2024-03-22,매수,7506000.0,9086347,60,948880-122494,329180.0
2783,2024-05-31,매수,2674850.0,15124069,61,72965249-39,161390.0
2784,2024-03-25,매수,3022250.0,12848381,77,65476837-13,377300.0
2785,2024-04-30,매수,469600.0,5518344,8,389–0705–9923-8,86790.0
2786,2024-02-07,매수,1037250.0,29470933,45,372-60-842991,3490.0
2787,2024-03-29,매수,551000.0,26770169,5,6523-2431,185750.0
2788,2024-04-25,매수,22050.0,50546296,6,655887-584850,47040.0
2789,2024-05-27,매수,2868900.0,54408011,73,700–4796–6416-1,140410.0
2790,2024-05-21,매수,742900.0,39120342,19,77928677-030,22100.0
2791,2024-04-18,매수,7331200.0,17944645,58,7956-2976,39490.0
2792,2024-05-08,매수,4860100.0,67149948,53,357–9954–1972-4,33780.0
2793,2024-05-28,매수,3275550.0,79680076,87,9034-8909,51600.0
2794,2024-01-23,매수,1872700.0,19712534,61,366-41-435712,5420.0
2795,2024-03-07,매수,1831950.0,18310029,69,93576216-65,1120.0
2796,2024-03-25,매수,6296400.0,19816187,53,88316447-41,28300.0
2797,2024-04-19,매수,3353600.0,2837853,64,41863502-49,86790.0
2798,2024-03-18,매수,2284800.0,10385203,48,31843368-465,103140.0
2799,2024-04-01,매수,12486600.0,52294263,63,69879837-63,145020.0
2800,2024-01-31,매수,1374000.0,86889794,20,8206-0953,454910.0
2801,2024-02-05,매수,309600.0,99399527,86,088946-441637,28670.0
2802,2024-01-16,매수,106810.0,31319687,11,114-54-676040,1440.0
2803,2024-03-06,매수,275630.0,56121471,43,250-35-088431,1740.0
2804,2024-04-17,매수,946050.0,60855765,51,350–8719–3147-6,336370.0
2805,2024-02-22,매수,3642000.0,988981,12,880-75-105745,298020.0
2806,2024-04-24,매수,5511000.0,68774805,30,694-47-519343,35420.0
2807,2024-02-27,매수,8942000.0,87121880,34,11688193-96,357780.0
2808,2024-05-17,매수,11671500.0,79747867,31,2650-3802,373220.0
2809,2024-01-16,매수,3993200.0,20196075,67,58060623-55,35720.0
2810,2024-05-23,매수,567450.0,284554,13,9292-8478,5290.0
2811,2024-03-29,매수,12500000.0,93239545,40,500931-051536,357780.0
2812,2024-05-03,매수,10081200.0,93535976,93,986-27-660389,11170.0
2813,2024-01-19,매수,4790400.0,93752286,24,4546-5316,12330.0
2814,2024-03-12,매수,1518000.0,11394229,30,699–4097–2968-5,69960.0
2815,2024-04-18,매수,116850.0,48063227,3,38673885-38,214150.0
2816,2024-05-16,매수,15033600.0,27256852,87,8116-5787,4170.0
2817,2024-04-25,매수,20739000.0,432841,62,37875371-207,298050.0
2818,2024-04-12,매수,2972000.0,76901024,80,20682617-05,214150.0
2819,2024-04-23,매수,1408400.0,48740753,28,94788506-61,69960.0
2820,2024-04-19,매수,8823900.0,96619839,67,546539-300908,150.0
2821,2024-01-12,매수,10517800.0,39426016,86,647-97-272197,28260.0
2822,2024-02-15,매수,1543950.0,65396977,47,36779182-139,5420.0
2823,2024-06-12,매수,1207250.0,82536754,55,080-87-212275,281740.0
2824,2024-04-29,매수,1455750.0,74608359,45,44350100-96,2790.0
2825,2024-03-21,매수,4578000.0,9870256,35,17224984-14,145720.0
2826,2024-05-07,매수,314600.0,69517488,22,14685876-823,1440.0
2827,2024-04-22,매수,590000.0,2878715,20,99546275-11,39200.0
2828,2024-01-05,매수,784110.0,14070415,59,6523-2431,34220.0
2829,2024-01-10,매수,4964400.0,10986492,63,898–1091–7068-2,3550.0
2830,2024-01-23,매수,970900.0,62464353,19,214154-622370,28300.0
2831,2024-02-02,매수,1117600.0,91899659,22,700–7083–6061-5,241560.0
2832,2024-05-03,매수,12264000.0,76359382,84,852-18-831177,28260.0
2833,2024-02-22,매수,893370.0,96519797,97,28068905-05,139130.0
2834,2024-05-23,매수,2264400.0,32223202,34,666–9916–0037-7,141080.0
2835,2024-03-15,매수,3107000.0,73378172,26,8150-7704,6280.0
2836,2024-02-08,매수,763400.0,96320432,11,353322-860832,10950.0
2837,2024-02-13,매수,273110.0,9400099,62,341–7669–0156-0,28670.0
2838,2024-01-05,매수,5785000.0,32466243,89,416257-975923,237690.0
2839,2024-02-14,매수,512600.0,29854461,22,9807-8795,3490.0
2840,2024-03-11,매수,157320.0,53818893,12,649456-581888,34230.0
2841,2024-02-28,매수,7333200.0,58130396,63,787357-133049,68760.0
2842,2024-05-23,매수,2389200.0,9469708,66,84753446-40,9420.0
2843,2024-01-16,매수,2420600.0,85005201,91,00594065-78,353200.0
2844,2024-04-09,매수,10540000.0,40122700,62,288-96-565351,66970.0
2845,2024-03-29,매수,382000.0,9885633,20,078–4096–2542-7,98460.0
2846,2024-01-23,매수,89940.0,67945140,6,238959-979328,35250.0
2847,2024-03-28,매수,1742000.0,15148224,13,366-41-435712,42700.0
2848,2024-03-08,매수,3920000.0,20739972,40,55738339-248,28300.0
2849,2024-03-04,매수,6075400.0,71097385,74,276766-469489,138040.0
2850,2024-04-18,매수,1857450.0,86366785,61,72817895-78,2790.0
2851,2024-01-17,매수,289500.0,50801227,6,99553245-649,4000.0
2852,2024-05-10,매수,1936000.0,56364142,55,60909497-805,240810.0
2853,2024-04-26,매수,273000.0,46580503,6,8941-2601,20150.0
2854,2024-02-29,매수,954000.0,17584424,15,21323484-639,5935.0
2855,2024-04-26,매수,377500.0,26580170,25,3359-3792,35250.0
2856,2024-01-15,매수,10175500.0,16160194,47,2314-4394,450080.0
2857,2024-01-11,매수,12177000.0,13753341,54,797117-646248,11070.0
2858,2024-02-02,매수,95280.0,78570609,24,5877-8627,47040.0
2859,2024-01-23,매수,3895000.0,86640223,19,5283-5937,12330.0
2860,2024-02-21,매수,575100.0,7137186,9,930-90-661065,328130.0
2861,2024-02-19,매수,5194800.0,5992116,74,416227-994243,25900.0
2862,2024-03-26,매수,2940000.0,52008898,8,57453691-384,4370.0
2863,2024-02-16,매수,656000.0,87389921,10,244–3731–9546-1,36830.0
2864,2024-03-05,매수,8970000.0,53883158,39,978365-600759,298040.0
2865,2024-02-02,매수,5820000.0,4894418,75,81428145-58,11790.0
2866,2024-05-29,매수,2841300.0,3524661,63,207–7617–5277-7,361610.0
2867,2024-02-26,매수,4855200.0,40262597,68,0666-4982,361610.0
2868,2024-04-29,매수,5094000.0,16517233,45,707–5647–4984-8,69620.0
2869,2024-02-02,매수,1962800.0,81924304,14,124042-011038,9150.0
2870,2024-02-20,매수,1137600.0,40640036,18,44447146-187,39130.0
2871,2024-05-17,매수,2726000.0,55349407,94,249-46-117445,1120.0
2872,2024-03-15,매수,3826900.0,42405821,77,24315858-488,112610.0
2873,2024-01-31,매수,1784200.0,34128376,22,8941-2601,9970.0
2874,2024-04-18,매수,547050.0,37384226,21,235720-830758,1120.0
2875,2024-05-08,매수,3214800.0,23303172,76,032-06-523913,22100.0
2876,2024-01-08,매수,8444800.0,23510923,91,700–7083–6061-5,267260.0
2877,2024-04-02,매수,219450.0,50732875,19,080-87-212275,5940.0
2878,2024-06-04,매수,4719000.0,58580420,33,389–0705–9923-8,443060.0
2879,2024-06-03,매수,1593800.0,84484719,13,99546275-11,64760.0
2880,2024-02-15,매수,1560000.0,37090458,26,7057-9657,11210.0
2881,2024-05-02,매수,3082800.0,63304420,84,699–4097–2968-5,375500.0
2882,2024-04-29,매수,470120.0,23565230,28,31496684-203,34020.0
2883,2024-04-05,매수,20970000.0,32225638,90,281–0077–4181-9,278470.0
2884,2024-01-26,매수,29623500.0,83150236,87,06141965-589,298050.0
2885,2024-02-16,매수,1761300.0,36926908,95,892–0797–0578-8,98460.0
2886,2024-03-11,매수,1096110.0,93831308,57,100–2356–8600-7,85660.0
2887,2024-01-03,매수,39150000.0,66679262,100,791-37-394070,298050.0
2888,2024-03-20,매수,3566900.0,70819110,53,09533935-668,52690.0
2889,2024-04-12,매수,3851400.0,45004900,49,467416-536245,10950.0
2890,2024-02-16,매수,2230800.0,40350977,88,69907736-32,293490.0
2891,2024-04-15,매수,1271100.0,5816124,95,9825-9471,1440.0
2892,2024-02-19,매수,1120950.0,72667683,53,489-72-229610,80.0
2893,2024-04-29,매수,4159200.0,27686606,24,02373826-37,10120.0
2894,2024-04-23,매수,515610.0,64296928,51,787–2064–1450-1,137310.0
2895,2024-04-09,매수,2154600.0,35999167,81,83903637-272,1120.0
2896,2024-06-12,매수,1270930.0,63940329,73,3595-1573,336370.0
2897,2024-03-13,매수,9656400.0,2150733,78,69940390-265,280360.0
2898,2024-03-28,매수,5106900.0,26532814,87,787357-133049,328130.0
2899,2024-03-11,매수,7244600.0,89523498,89,5354-7736,138040.0
2900,2024-05-21,매수,266570.0,72459169,61,046–3316–3135-9,395400.0
2901,2024-03-11,매수,2785000.0,7394887,25,91182812-209,68760.0
2902,2024-01-26,매수,596200.0,78889304,55,645-58-015321,175330.0
2903,2024-01-09,매수,319600.0,81684240,17,860677-355912,30000.0
2904,2024-04-15,매수,701960.0,46020110,92,794463-544498,3690.0
2905,2024-03-12,매수,13777500.0,56709839,55,4714-8806,12330.0
2906,2024-06-03,매수,212520.0,9356320,14,49695021-29,950160.0
2907,2024-04-30,매수,5347500.0,72118177,93,969963-624062,36830.0
2908,2024-02-22,매수,397100.0,66829331,19,205–5492–5385-3,80.0
2909,2024-01-25,매수,3216000.0,37820932,48,97308216-723,10950.0
2910,2024-03-12,매수,18720000.0,12409081,80,898-11-715439,259960.0
2911,2024-04-12,매수,1864000.0,98917326,8,694-47-519343,2380.0
2912,2024-05-07,매수,747200.0,81552997,8,0363-0435,271560.0
2913,2024-01-19,매수,21774000.0,59226588,76,4008-2360,97950.0
2914,2024-01-31,매수,1760000.0,36866729,80,8376-2813,298380.0
2915,2024-01-17,매수,7307300.0,16850806,91,831-73-478157,150.0
2916,2024-05-02,매수,2455550.0,51910112,67,839-23-828521,393890.0
2917,2024-04-12,매수,5745000.0,41486943,30,8666-5524,14680.0
2918,2024-06-04,매수,1701900.0,52182025,62,080-88-861218,880.0
2919,2024-04-01,매수,9928800.0,82618540,63,0666-4982,28260.0
2920,2024-02-16,매수,3336900.0,86333791,98,458-66-048596,5850.0
2921,2024-03-25,매수,2425200.0,48182220,86,44940276-692,4990.0
2922,2024-01-15,매수,4814400.0,85378097,59,61550345-21,11790.0
2923,2024-04-09,매수,7929600.0,12683564,64,31843368-465,10120.0
2924,2024-01-04,매수,194250.0,35928689,74,244-35-325816,88350.0
2925,2024-02-23,매수,113680.0,24737964,7,091516-456453,272210.0
2926,2024-01-03,매수,21090000.0,76910416,95,49695021-29,35420.0
2927,2024-03-18,매수,188340.0,36901565,43,4878-8684,28670.0
2928,2024-03-26,매수,13865000.0,76508731,47,707-06-670577,97950.0
2929,2024-05-10,매수,12470400.0,29910266,96,82755515-689,9540.0
2930,2024-02-06,매수,8596600.0,4543902,53,781–3221–0927-8,140860.0
2931,2024-04-25,매수,609200.0,61548720,4,831-73-478157,10120.0
2932,2024-01-17,매수,6382600.0,39104882,94,601807-667632,139480.0
2933,2024-04-18,매수,1853800.0,18821257,13,2075-4004,42700.0
2934,2024-01-31,매수,4257900.0,97926829,83,50901884-154,161390.0
2935,2024-03-19,매수,11520000.0,52217494,72,36779182-139,140860.0
2936,2024-04-29,매수,2352000.0,45919681,40,54986895-890,302440.0
2937,2024-01-25,매수,846300.0,28424220,26,401324-939797,29780.0
2938,2024-01-15,매수,9692100.0,87344161,89,427777-996243,64760.0
2939,2024-05-23,매수,3577400.0,58039135,62,544–1128–6222-4,241560.0
2940,2024-05-03,매수,2442400.0,5548484,43,639-88-974791,328130.0
2941,2024-02-22,매수,6177600.0,44465696,33,3540-4286,17860.0
2942,2024-04-30,매수,4160600.0,92105496,71,245094-921679,302440.0
2943,2024-03-13,매수,9392000.0,4674994,32,546539-300908,298020.0
2944,2024-05-03,매수,2405600.0,66569492,31,19570427-61,5930.0
2945,2024-02-08,매수,1916750.0,10978052,85,466-45-509807,7070.0
2946,2024-01-19,매수,3997400.0,4823319,22,915-22-424118,5380.0
2947,2024-05-09,매수,7920000.0,63091581,75,61003609-076,28300.0
2948,2024-01-12,매수,1940200.0,62577112,89,246996-432360,80.0
2949,2024-02-15,매수,633600.0,32206237,22,61550345-21,880.0
2950,2024-03-07,매수,7042500.0,54595214,45,22307609-44,18260.0
2951,2024-02-27,매수,1532800.0,68111039,64,4293-3000,28050.0
2952,2024-05-16,매수,1929200.0,35896794,56,1372-3925,8930.0
2953,2024-03-14,매수,58000.0,94220317,2,639-88-974791,89030.0
2954,2024-02-15,매수,2376000.0,64911094,8,2439-9131,97950.0
2955,2024-03-06,매수,7167500.0,13112192,47,969963-624062,86900.0
2956,2024-05-17,매수,2549300.0,12344862,74,951-49-138188,377300.0
2957,2024-06-10,매수,3699300.0,11520431,59,082601-686328,161890.0
2958,2024-05-08,매수,3426300.0,12812633,81,833–2848–8054-7,22100.0
2959,2024-04-04,매수,291210.0,55053333,51,348-99-410115,73240.0
2960,2024-04-23,매수,5788900.0,22440648,61,669–6108–3331-5,4490.0
2961,2024-02-16,매수,1890200.0,60753514,52,145979-931421,29780.0
2962,2024-04-09,매수,3695000.0,83653635,100,049–5923–0973-1,377300.0
2963,2024-05-16,매도,5508000.0,82352569,68,406–0108–6271-3,105560.0
2964,2024-03-06,매수,1691500.0,2297143,85,858-09-172815,80.0
2965,2024-06-12,매수,5931200.0,11836916,44,44887696-82,214450.0
2966,2024-03-07,매수,3402000.0,65855346,36,6523-2431,9970.0
2967,2024-01-02,매수,175140.0,28405526,42,961–4121–8827-7,47040.0
2968,2024-03-20,매수,16191000.0,40467506,63,4843-8789,278470.0
2969,2024-04-25,매수,417910.0,87222789,79,935–1451–2545-4,18880.0
2970,2024-04-04,매수,37339500.0,26940678,93,0069-0207,5490.0
2971,2024-01-30,매수,5696000.0,66709310,64,250–3976–7745-2,150.0
2972,2024-03-28,매수,310840.0,29257437,76,145979-931421,395400.0
2973,2024-04-30,매수,7783600.0,26291905,44,6033-1280,277810.0
2974,2024-01-05,매수,974400.0,86170815,7,426–6012–2857-8,11170.0
2975,2024-05-07,매수,2833600.0,15104135,56,94788506-61,161890.0
2976,2024-03-07,매수,5935300.0,15818266,61,252-91-175889,3550.0
2977,2024-01-02,매수,441100.0,12691205,11,452–5072–0886-1,204320.0
2978,2024-02-14,매수,9195600.0,85305176,97,459–9083–1949-7,271560.0
2979,2024-04-01,매수,19240000.0,82335969,65,110-23-630835,3670.0
2980,2024-04-23,매수,2109000.0,23957535,38,65647747-78,251270.0
2981,2024-01-03,매수,2408000.0,30660146,14,1153-4298,4170.0
2982,2024-05-21,매수,5496000.0,1585617,30,42393350-99,35420.0
2983,2024-03-18,매수,2444000.0,93031269,94,20264304-812,417200.0
2984,2024-01-25,매수,347520.0,69396573,32,9271-2143,1440.0
2985,2024-01-02,매수,223360.0,88346342,32,238959-979328,3690.0
2986,2024-02-07,매수,1721200.0,52910081,26,740–1165–2435-4,402340.0
2987,2024-01-19,매수,1756950.0,58768107,51,44887696-82,9420.0
2988,2024-05-30,매수,20582000.0,44077890,82,458-66-048596,259960.0
2989,2024-01-16,매수,1216000.0,42449724,20,11158880-932,4800.0
2990,2024-04-15,매수,686700.0,48271924,90,641-26-306904,6800.0
2991,2024-04-22,매수,1319870.0,5249566,89,9750-2366,34230.0
2992,2024-03-20,매수,730620.0,36626373,54,797117-646248,34230.0
2993,2024-05-22,매수,17748000.0,23162071,87,932912-751043,247540.0
2994,2024-04-02,매수,60500.0,37328365,1,4714-8806,302440.0
2995,2024-05-30,매수,9216000.0,35998743,90,503-26-176979,5830.0
2996,2024-03-22,매수,2865600.0,82894296,36,91182812-209,4490.0
2997,2024-02-20,매수,9828000.0,89136154,63,901–1073–0397-9,307950.0
2998,2024-01-04,매수,6860000.0,42550616,98,91763491-88,302440.0
2999,2024-04-19,매수,7682000.0,86310446,46,29739358-897,10120.0
